NOMBRE,ALCALDIA,SISTEMA,LINEA,lng,lat
Alfareros,Azcapotzalco,STE Trolebús,06,478144.2186641422,2.1570602844752553e6
Cultura Náhuatl,Azcapotzalco,STE Trolebús,06,478409.82340385695,2.1571170491767214e6
Hidrógeno,Azcapotzalco,STE Trolebús,06,478788.9910623458,2.1572914031667644e6
Carbono,Azcapotzalco,STE Trolebús,06,479054.6338070993,2.157398111091421e6
Bachilleres 1,Azcapotzalco,STE Trolebús,06,479270.7719145873,2.157431485410458e6
Aztacalco,Azcapotzalco,STE Trolebús,06,479242.0495430035,2.157114795212682e6
Depósito El Rosario,Azcapotzalco,STE Trolebús,06,479191.8771394847,2.156794396741338e6
Av. de los Ángeles,Azcapotzalco,STE Trolebús,06,479247.3433334309,2.156381330440679e6
Tierra Negra,Azcapotzalco,STE Trolebús,06,479100.0165917896,2.1562305240553077e6
El Rosario,Azcapotzalco,STE Trolebús,06,478874.4059925803,2.1566086955447425e6
Av. de Las Culturas,Azcapotzalco,STE Trolebús,06,479169.0691384588,2.1574029998453185e6
Mecanicos,Azcapotzalco,STE Trolebús,06,479084.10446134134,2.1574439452817356e6
Pescadores,Azcapotzalco,STE Trolebús,06,478804.84809381235,2.157341305016906e6
Cultura Náhuatl,Azcapotzalco,STE Trolebús,06,478551.82501276175,2.1572011618644297e6
Alfareros,Azcapotzalco,STE Trolebús,06,478137.5534764519,2.1571128225822346e6
Av. Aquiles Serdan,Azcapotzalco,STE Trolebús,06,478141.788558374,2.1568798631086503e6
Edificio 26-B,Azcapotzalco,STE Trolebús,06,478292.28271505167,2.156652276656476e6
Hacienda De Sotelo,Azcapotzalco,STE Trolebús,06,478473.1304546378,2.1564133064915696e6
C.C.H. Azcapotzalco,Azcapotzalco,STE Trolebús,06,478752.1252706219,2.1560803544512987e6
Puente de Guerra,Azcapotzalco,STE Trolebús,06,479044.1521492712,2.1557743182173474e6
Zempoaltecas,Azcapotzalco,STE Trolebús,06,479383.2632618745,2.15525868046974e6
Aquiles Serdán,Azcapotzalco,STE Trolebús,06,479516.21810382075,2.1550841092849784e6
Centéotl,Azcapotzalco,STE Trolebús,06,479713.24867143086,2.1548888499650783e6
Santo Domingo,Azcapotzalco,STE Trolebús,06,479869.8196302365,2.154748297590692e6
FF.CC. Nacionales,Azcapotzalco,STE Trolebús,06,480023.88997216115,2.154609584163938e6
Hidalgo,Azcapotzalco,STE Trolebús,06,480201.69004287245,2.154112532314727e6
Camarones,Azcapotzalco,STE Trolebús,06,480182.1390930739,2.153893620922286e6
Av. Azcapotzalco,Azcapotzalco,STE Trolebús,06,480358.9061806165,2.1537768570294096e6
22 de Febrero,Azcapotzalco,STE Trolebús,06,480569.07127531315,2.1537144016694035e6
Nubia,Azcapotzalco,STE Trolebús,06,480889.3634772915,2.1533342822155957e6
Salónica,Azcapotzalco,STE Trolebús,06,481169.99071051367,2.152983913303111e6
Glorieta de Camarones,Azcapotzalco,STE Trolebús,06,481416.5017458627,2.1527179183218656e6
Poniente 62,Azcapotzalco,STE Trolebús,06,481408.597565645,2.1525178164977483e6
Clavería,Azcapotzalco,STE Trolebús,06,481365.00142717524,2.1522971670669504e6
Begonias,Azcapotzalco,STE Trolebús,06,481350.21098430525,2.1521260263993125e6
Poniente 44,Azcapotzalco,STE Trolebús,06,481324.48060767294,2.151828299422903e6
J. Sánchez Trujillo,Azcapotzalco,STE Trolebús,06,481247.5450901973,2.151671845243378e6
Calz. Mexico - Tacuba,Miguel Hidalgo,STE Trolebús,06,481080.13379829144,2.151396338572879e6
Mar Cantábrico,Miguel Hidalgo,STE Trolebús,06,480939.46958901896,2.151018830776922e6
Felipe Carrillo Puerto,Miguel Hidalgo,STE Trolebús,06,480901.9763757816,2.150785297468114e6
Av. Marina Nacional,Miguel Hidalgo,STE Trolebús,06,480858.97758502787,2.150512113011177e6
Lago Bolsena,Miguel Hidalgo,STE Trolebús,06,480806.84251542704,2.150153863302517e6
Laguna de Términos,Miguel Hidalgo,STE Trolebús,06,480777.20882866415,2.149950233390241e6
Laguna de Mayrán,Miguel Hidalgo,STE Trolebús,06,480746.228720105,2.1497373514481904e6
Lago Alberto,Miguel Hidalgo,STE Trolebús,06,480716.0608151678,2.1495300506190676e6
Newton,Miguel Hidalgo,STE Trolebús,06,480741.1901586855,2.149222763547589e6
Homero,Miguel Hidalgo,STE Trolebús,06,480805.9885118868,2.1490322509322343e6
Horacio,Miguel Hidalgo,STE Trolebús,06,480896.5453681838,2.1487836995607554e6
Av. Presidente Mazarik,Miguel Hidalgo,STE Trolebús,06,480963.94055316877,2.148612251276909e6
Campos Elíseos,Miguel Hidalgo,STE Trolebús,06,481088.39449758665,2.1482804929071465e6
Tolstoi,Miguel Hidalgo,STE Trolebús,06,481239.8491954481,2.1478838021596377e6
Terminal Ciudad Universitaria - Estadio C.U.,Coyoacán,STE Trolebús,07,479979.2027893204,2.1380309840345257e6
Psicología,Coyoacán,STE Trolebús,07,480338.24724631885,2.138108593275402e6
Av. Copilco,Coyoacán,STE Trolebús,07,480636.7215313248,2.1381456726685567e6
Hermanos Vázquez,Coyoacán,STE Trolebús,07,480877.58634720615,2.138397033514274e6
Cerro Acasulco,Coyoacán,STE Trolebús,07,480929.565303863,2.1386598306284426e6
Oxtopulco,Coyoacán,STE Trolebús,07,480962.4153249285,2.1388299025472277e6
Miguel Ángel de Quevedo,Coyoacán,STE Trolebús,07,481021.8080316473,2.139137391896272e6
Cerro del Hombre,Coyoacán,STE Trolebús,07,481385.41416097357,2.1391359458619086e6
Zaragoza,Coyoacán,STE Trolebús,07,481717.22322195105,2.139093213747722e6
Melchor Ocampo,Coyoacán,STE Trolebús,07,481962.23212488455,2.139061660213934e6
Moctezuma,Coyoacán,STE Trolebús,07,482354.0214117188,2.139011203531127e6
Cuadrante San Francisco,Coyoacán,STE Trolebús,07,482723.42830753553,2.138963629370232e6
Puente San Francisco,Coyoacán,STE Trolebús,07,482975.9442838388,2.138931109036093e6
Fernández Leal,Coyoacán,STE Trolebús,07,483258.9569217387,2.138894661181645e6
Europa,Coyoacán,STE Trolebús,07,483467.98430915276,2.138867741536471e6
Oceanía,Coyoacán,STE Trolebús,07,483805.45077504887,2.1388194518067413e6
Ohio,Coyoacán,STE Trolebús,07,484075.4418397884,2.138779241663916e6
Division Del Norte,Coyoacán,STE Trolebús,07,484331.5444659898,2.138741099945458e6
Central,Coyoacán,STE Trolebús,07,484510.11504671216,2.138714340316353e6
Cerro Huitzilac,Coyoacán,STE Trolebús,07,485143.3809062552,2.1386287132023205e6
Central del Sur,Coyoacán,STE Trolebús,07,485384.0721375822,2.138594681521179e6
Canal de Miramontes,Coyoacán,STE Trolebús,07,485705.2483932649,2.1385505587211535e6
Petróleos Mexicanos,Coyoacán,STE Trolebús,07,486021.95576432336,2.138485534927724e6
CECyT 13,Coyoacán,STE Trolebús,07,486310.25144978106,2.1383992654314623e6
Santa Isabel Tola,Coyoacán,STE Trolebús,07,486610.68919357465,2.1383071059055654e6
Escuela Naval Militar,Coyoacán,STE Trolebús,07,487074.7433303946,2.1381813417356103e6
Miguel Hidalgo,Coyoacán,STE Trolebús,07,487376.5604282935,2.1381482856092444e6
Ejido,Coyoacán,STE Trolebús,07,487564.3424773342,2.138254410854767e6
San Pablo,Coyoacán,STE Trolebús,07,487658.06397044467,2.138313457236713e6
Av. Tláhuac,Iztapalapa,STE Trolebús,07,488510.19802501885,2.1382257102177883e6
Culhuacán,Iztapalapa,STE Trolebús,07,488546.26413833123,2.13810483267713e6
Gobernación,Iztapalapa,STE Trolebús,07,488567.02267999033,2.1378255597179644e6
Educacion Publica,Iztapalapa,STE Trolebús,07,488670.23835978226,2.1375381024217294e6
Luis Galvani,Iztapalapa,STE Trolebús,07,488739.706755614,2.137299857877754e6
San Andrés Tomatlán,Iztapalapa,STE Trolebús,07,488992.6396763222,2.137147547962323e6
Próspero García,Iztapalapa,STE Trolebús,07,489146.47536851803,2.137075520846325e6
Emiliano Zapata,Iztapalapa,STE Trolebús,07,489445.5700735015,2.136932211309679e6
Viveros,Iztapalapa,STE Trolebús,07,489693.61744459637,2.1365359969755835e6
Lomas Estrella,Iztapalapa,STE Trolebús,07,489817.2237143785,2.136489010285812e6
Bahamas,Iztapalapa,STE Trolebús,07,489782.4326317044,2.1365203345212354e6
Progreso,Iztapalapa,STE Trolebús,07,489626.35069837986,2.136813193265078e6
Emiliano Zapata,Iztapalapa,STE Trolebús,07,489468.9624432038,2.1369414910369082e6
San Andrés Tomatlán,Iztapalapa,STE Trolebús,07,489072.846076257,2.1371307468895824e6
Luis Galvani,Iztapalapa,STE Trolebús,07,488814.3833906928,2.13724353236105e6
Samuel F. B. Morse,Iztapalapa,STE Trolebús,07,488665.5420958136,2.1376063327017133e6
Gobernación,Iztapalapa,STE Trolebús,07,488599.4626809263,2.1377912197922915e6
Culhuacán,Iztapalapa,STE Trolebús,07,488567.0406857879,2.1381168585399026e6
16 de Septiembre,Coyoacán,STE Trolebús,07,487821.7626972009,2.1383823293140815e6
San Francisco,Coyoacán,STE Trolebús,07,487594.8325349645,2.13829813289033e6
Miguel Hidalgo,Coyoacán,STE Trolebús,07,487389.3857866909,2.1381751229978646e6
Escuela Naval Militar,Coyoacán,STE Trolebús,07,487132.88505970564,2.138190645164203e6
Santa Isabel Tola,Coyoacán,STE Trolebús,07,486681.9885556712,2.1383073252965994e6
CECyT 13,Coyoacán,STE Trolebús,07,486421.76028708025,2.138389023111327e6
Cerro del Cubilete,Coyoacán,STE Trolebús,07,485873.45465732337,2.138556408283498e6
Canal de Miramontes,Coyoacán,STE Trolebús,07,485597.7171583236,2.1385891941027027e6
Tasqueña,Coyoacán,STE Trolebús,07,485210.15122725646,2.138644434150059e6
División del Norte,Coyoacán,STE Trolebús,07,484393.60387284186,2.1387577337893303e6
Ohio,Coyoacán,STE Trolebús,07,484027.54207255715,2.1388109185700538e6
America,Coyoacán,STE Trolebús,07,483725.278206659,2.1388550456790635e6
Asia,Coyoacán,STE Trolebús,07,483347.9970176197,2.1389076386037986e6
Puente San Francisco,Coyoacán,STE Trolebús,07,482998.3583204015,2.138952729267181e6
Cuadrante San Francisco,Coyoacán,STE Trolebús,07,482800.60922905646,2.1389782317009303e6
Moctezuma,Coyoacán,STE Trolebús,07,482403.0434901478,2.1390295032079113e6
Pino,Coyoacán,STE Trolebús,07,482144.9283913649,2.139062790659002e6
Melchor Ocampo,Coyoacán,STE Trolebús,07,481940.4391709281,2.1390891623240304e6
Zaragoza,Coyoacán,STE Trolebús,07,481761.63795382757,2.1391122211717973e6
Cerro del Hombre,Coyoacán,STE Trolebús,07,481458.18962053035,2.1391513549597887e6
Av. Universidad,Coyoacán,STE Trolebús,07,481095.78310256754,2.1392249058218324e6
Miguel Ángel de Quevedo,Coyoacán,STE Trolebús,07,480998.21373500774,2.1391192597818305e6
Oxtopulco,Coyoacán,STE Trolebús,07,480949.65836926486,2.1388725746174944e6
Cerro Acasulco,Coyoacán,STE Trolebús,07,480914.08430942224,2.1386918408785122e6
Hermanos Vazquez,Coyoacán,STE Trolebús,07,480848.2155895063,2.1383721173987617e6
Av. Copilco,Coyoacán,STE Trolebús,07,480715.0214892355,2.1382057627829066e6
Retorno Copilco,Coyoacán,STE Trolebús,07,480487.494495119,2.1382289384934073e6
Zacatenco,Gustavo A. Madero,STE Trolebús,08,485702.0158280356,2.1556421441128054e6
Edif. 1 ESIME,Gustavo A. Madero,STE Trolebús,08,485681.2010762068,2.155910972081666e6
Edif. 2 ESIME,Gustavo A. Madero,STE Trolebús,08,485696.36351100006,2.155993774805915e6
Edif. 4 ESIME,Gustavo A. Madero,STE Trolebús,08,485722.7154961698,2.1561353012939924e6
Edif. 6 ESIQIE,Gustavo A. Madero,STE Trolebús,08,485748.4499339308,2.1562750916261123e6
Edif. 8 ESIQIE,Gustavo A. Madero,STE Trolebús,08,485774.6503643842,2.1564175056820787e6
Edif. 10 ESIA,Gustavo A. Madero,STE Trolebús,08,485753.59834895784,2.1565877138053873e6
Edif. 11 ESIA,Gustavo A. Madero,STE Trolebús,08,485633.64443038136,2.156605735961166e6
Biblioteca ESIA,Gustavo A. Madero,STE Trolebús,08,485476.3125025134,2.1566331601111484e6
Secretaría de Extensión y Difusión,Gustavo A. Madero,STE Trolebús,08,485338.0551839958,2.156659479160965e6
Central de Inteligencia de Cómputo,Gustavo A. Madero,STE Trolebús,08,485085.76128895674,2.1567059471816765e6
Ma. Luisa Stampa Ortigoza,Gustavo A. Madero,STE Trolebús,08,484976.80672459723,2.156726014662709e6
ESCOM,Gustavo A. Madero,STE Trolebús,08,484773.9902568498,2.156772262723547e6
Juan de Dios Bátiz,Gustavo A. Madero,STE Trolebús,08,484628.7792512719,2.1568738300367356e6
J. Othón de Mendizabal,Gustavo A. Madero,STE Trolebús,08,484138.59470868227,2.1566593313458427e6
Politécnico Poniente,Gustavo A. Madero,STE Trolebús,08,484303.10237107123,2.1562198006171007e6
Montevideo,Gustavo A. Madero,STE Trolebús,08,484628.33457022434,2.15545658855287e6
Otavalo,Gustavo A. Madero,STE Trolebús,08,484614.30106723175,2.1556454651895454e6
Wilfrido Massieu,Gustavo A. Madero,STE Trolebús,08,484463.19898250117,2.1560486414283547e6
Politécnico Oriente,Gustavo A. Madero,STE Trolebús,08,484398.53420479683,2.1562211824088763e6
J. Othón de Mendizabal,Gustavo A. Madero,STE Trolebús,08,484225.829447981,2.156681999706014e6
Av. Central,Gustavo A. Madero,STE Trolebús,08,484432.76280241815,2.156808401851129e6
Juan de Dios Bátiz,Gustavo A. Madero,STE Trolebús,08,484596.34802173177,2.156855145301909e6
ESCOM,Gustavo A. Madero,STE Trolebús,08,484739.8621422641,2.1567668911655163e6
Ma. Luisa Stampa Ortigoza,Gustavo A. Madero,STE Trolebús,08,484972.6050686369,2.1566943117216057e6
Central de Inteligencia de Cómputo,Gustavo A. Madero,STE Trolebús,08,485077.5618644696,2.1566747937067514e6
Cancha de Entrenamiento Pieles Rojas,Gustavo A. Madero,STE Trolebús,08,485362.93536108144,2.1566217249740246e6
Edif 11 ESIA,Gustavo A. Madero,STE Trolebús,08,485621.1715807494,2.1565740889025186e6
Manuel de Anda y Barredo,Gustavo A. Madero,STE Trolebús,08,485732.9146721652,2.156553508462854e6
Edif. 8 ESIQIE,Gustavo A. Madero,STE Trolebús,08,485755.40901858406,2.156421107951732e6
Edif. 6 ESIQIE,Gustavo A. Madero,STE Trolebús,08,485729.1434885873,2.156278512114939e6
Edif. 4 ESIME,Gustavo A. Madero,STE Trolebús,08,485703.2455991339,2.1561379122024975e6
Edif. 2 ESIME,Gustavo A. Madero,STE Trolebús,08,485677.25201649056,2.1559967927707285e6
Edif. 1 ESIME,Gustavo A. Madero,STE Trolebús,08,485662.03211046784,2.155914163741903e6
CENLEX,Gustavo A. Madero,STE Trolebús,08,485383.34143351443,2.155709253179665e6
Planetario,Gustavo A. Madero,STE Trolebús,08,485287.0476742766,2.155740663689974e6
Centro de Formación Educativa,Gustavo A. Madero,STE Trolebús,08,485109.95842931105,2.155827386592925e6
Escuela Nacional de Ciencias Biológicas,Gustavo A. Madero,STE Trolebús,08,484701.646017866,2.156016827882463e6
Via Ceti,Gustavo A. Madero,STE Trolebús,08,484893.93564413756,2.155895641333977e6
Centro de Formación Educativa,Gustavo A. Madero,STE Trolebús,08,485095.20304871834,2.155798145430867e6
Av. 45 Metros,Gustavo A. Madero,STE Trolebús,08,485235.60733184597,2.1557301322202203e6
CENLEX,Gustavo A. Madero,STE Trolebús,08,485377.68150281406,2.1556781762542734e6
Oroya,Gustavo A. Madero,STE Trolebús,08,485692.780370907,2.155601079113915e6
El Queso,Gustavo A. Madero,STE Trolebús,08,485833.3731054382,2.1555993838593415e6
Cetram Pantitlán,Venustiano Carranza,STE Trolebús,02,492290.94189738814,2.14687567666266e6
Calzada Ignacio Zaragoza,Venustiano Carranza,STE Trolebús,02,491916.3727020518,2.146139411765466e6
Puebla,Venustiano Carranza,STE Trolebús,02,491349.13775365084,2.145912572413253e6
Puerta 8,Venustiano Carranza,STE Trolebús,02,491020.68817937456,2.145960868366867e6
Ciudad Deportiva,Venustiano Carranza,STE Trolebús,02,490442.49662844365,2.1460461320112245e6
Velódromo,Venustiano Carranza,STE Trolebús,02,488972.92796105053,2.1460175379762943e6
ESEF,Iztacalco,STE Trolebús,02,489217.5144808257,2.1457997857417814e6
Palacio de los Deportes,Iztacalco,STE Trolebús,02,489383.3967326681,2.145476973153198e6
Av. Río Churubusco,Iztacalco,STE Trolebús,02,489631.38935072604,2.145408627944185e6
Ciudad Deportiva,Iztacalco,STE Trolebús,02,490381.23249665706,2.1460094204826206e6
Puerta 8,Iztacalco,STE Trolebús,02,490968.1832495093,2.1459184596823677e6
Puebla,Iztacalco,STE Trolebús,02,491316.3768768771,2.145867053912679e6
Calzada Ignacio Zaragoza,Iztacalco,STE Trolebús,02,491906.322145558,2.1459910446953564e6
Tejocotes,Benito Juárez,STE Trolebús,03,481375.87991662306,2.142152887400314e6
Augusto Rodín,Benito Juárez,STE Trolebús,03,480799.2713899009,2.142297489264316e6
Patriotismo,Benito Juárez,STE Trolebús,03,480407.60737084685,2.1424105710537983e6
SAT,Cuauhtémoc,STE Trolebús,05,484761.65666925034,2.149210488032876e6
Agrario,Iztapalapa,STE Trolebús,07,488633.782153869,2.1376418405364435e6
Javier Sorondo,Benito Juárez,STE Trolebús,09,485711.6213520748,2.1437059925924903e6
José Revueltas,Benito Juárez,STE Trolebús,09,485942.5061414445,2.143676257890883e6
Francisco Fernández del Castillo,Benito Juárez,STE Trolebús,09,485957.0154172061,2.1435408541320916e6
Playa Hornos,Iztacalco,STE Trolebús,09,486050.8957563516,2.1433585134296417e6
Playa Ola Verde,Iztacalco,STE Trolebús,09,486224.507648046,2.1433255711845024e6
Andrés Molina Enríquez,Iztacalco,STE Trolebús,09,486377.87570248643,2.143296470136201e6
Playa Miramar,Iztacalco,STE Trolebús,09,486520.8152467931,2.1432694792801174e6
Playa Mirador,Iztacalco,STE Trolebús,09,486718.8922265239,2.14323209259843e6
Playa Cortés,Iztacalco,STE Trolebús,09,486870.4897888147,2.143203478825069e6
Calzada de la Viga,Iztacalco,STE Trolebús,09,487109.80081730924,2.1431583092891704e6
Escuela Secundaria Mártires de Río Blanco,Iztapalapa,STE Trolebús,09,487409.7962564647,2.143122761462253e6
Antropólogos,Iztapalapa,STE Trolebús,09,487629.002223306,2.1431102825268214e6
Valentín Gómez Farías,Iztacalco,STE Trolebús,09,487670.1479874471,2.143264099262623e6
Juan Álvarez,Iztacalco,STE Trolebús,09,487702.5314023984,2.1434640067747077e6
Estudios Churubusco,Iztacalco,STE Trolebús,09,487714.2356346903,2.1436624246671167e6
Canal de Tezontle,Iztacalco,STE Trolebús,09,487724.76602130575,2.1438067404353633e6
Estudios San Ángel Inn,Iztacalco,STE Trolebús,09,487882.0895670725,2.143829568772485e6
Iztacalco,Iztacalco,STE Trolebús,09,488217.5780080241,2.143793236125306e6
Corales,Iztacalco,STE Trolebús,09,488546.52335950884,2.1437372376132673e6
Zacate,Iztacalco,STE Trolebús,09,488810.8246825235,2.1436682856767136e6
Maguey,Iztacalco,STE Trolebús,09,489086.6504036362,2.143598274998359e6
Río Churubusco,Iztacalco,STE Trolebús,09,489381.4566785302,2.143523446634981e6
Girasol,Iztacalco,STE Trolebús,09,489382.08830647205,2.1432649035395253e6
Apatlaco,Iztacalco,STE Trolebús,09,489339.41963893047,2.142944475610374e6
Chinampas,Iztacalco,STE Trolebús,09,489188.047556016,2.142928872824407e6
Raíz del Agua,Iztacalco,STE Trolebús,09,488914.2547266755,2.142966904203569e6
Joaquín García,Iztacalco,STE Trolebús,09,488084.0819922903,2.1430763466735934e6
José María Mata,Iztacalco,STE Trolebús,09,487863.4707352574,2.1431062546136873e6
Melchor Ocampo,Iztacalco,STE Trolebús,09,487660.33950446243,2.143123429024748e6
Escuela Secundaria Mártires de Río Blanco,Iztacalco,STE Trolebús,09,487408.33697912394,2.1431338330035536e6
Calzada de la Viga,Iztacalco,STE Trolebús,09,487202.36374812404,2.143147582337154e6
Playa Cortés,Iztacalco,STE Trolebús,09,486896.97632484266,2.1432058182213083e6
Playa Mirador,Iztacalco,STE Trolebús,09,486711.89433588414,2.1432410211356343e6
Playa Miramar,Iztacalco,STE Trolebús,09,486555.29161233,2.143270807244437e6
Playa Ola Verde,Iztacalco,STE Trolebús,09,486213.54259228794,2.1433352176746624e6
Plutarco Elías Calles,Iztacalco,STE Trolebús,09,485977.2397189069,2.143379517948675e6
Javier Sorondo,Benito Juárez,STE Trolebús,09,485754.13198371296,2.143409321184763e6
Virginia,Benito Juárez,STE Trolebús,09,485593.1385470092,2.143431386275073e6
Tlalpan,Benito Juárez,STE Trolebús,09,485417.31513441773,2.1435703256108398e6
Villa de Cortés,Benito Juárez,STE Trolebús,09,485524.09802637517,2.1437238132960587e6
Lomas Estrella,Iztapalapa,STE Trolebús,07,489932.794376786,2.136474210420685e6
Calle 11,Iztapalapa,STE Trolebús,07,490977.95203225594,2.1362919275143594e6
Periférico Oriente,Iztapalapa,STE Trolebús,07,492160.21609005233,2.135959313763449e6
Tezonco,Iztapalapa,STE Trolebús,07,493143.74021004577,2.134718290622662e6
Olivos,Tláhuac,STE Trolebús,07,493751.7281846434,2.134498207229742e6
Nopalera,Tláhuac,STE Trolebús,07,495168.6742412007,2.1340168295404045e6
Zapotitlán,Tláhuac,STE Trolebús,07,496393.3921124266,2.133661166725757e6
Tlaltenco,Tláhuac,STE Trolebús,07,497477.2899695642,2.1333965386896245e6
Tláhuac,Tláhuac,STE Trolebús,07,498452.4256091284,2.1325269983170563e6
